subject,predicate,object,birthPlace,,,object,2024-04-13,
Richard_Pierpoint ,gender ,Male_gender ,Bundu__u0028_state_u0029_ ,,,,,
Richard_Somerset_u002C__2nd_Baron_Raglan ,alumniOf ,Christ_Church_u002C__Oxford ,Paris ,,,,,
Richard_Somerset_u002C__2nd_Baron_Raglan ,age ,206,Paris ,,,1817-05-24,,206
Richard_Somerset_u002C__2nd_Baron_Raglan ,gender ,Male_gender ,Paris ,,,,,
Richard_Thornton ,age ,248,Burton_in_Lonsdale ,,,1776-01-01,,248
Richard_Thornton ,gender ,Male_gender ,Burton_in_Lonsdale ,,,,,
Richard_Thornton ,knowsLanguage ,English_language_generic_instance ,Burton_in_Lonsdale ,,,,,
Richard_Woolcott ,alumniOf ,University_of_Melbourne ,Sydney ,,,,,
Richard_Woolcott ,alumniOf ,Geelong_Grammar_School ,Sydney ,,,,,
Richard_Woolcott ,award ,Companion_Of_The_Order_Of_Australia_Q9680541_generic_instance ,Sydney ,,,,,
Richard_Woolcott ,age ,96,Sydney ,,,1927-06-11,,96
Richard_Woolcott ,gender ,Male_gender ,Sydney ,,,,,
Richard_Woolcott ,knowsLanguage ,English_language_generic_instance ,Sydney ,,,,,
Patrick_Lynch__u0028_Argentina_u0029_ ,age ,309,Galway ,,,1715-01-01,,309
Patrick_Lynch__u0028_Argentina_u0029_ ,gender ,Male_gender ,Galway ,,,,,
Patrick_McClure ,alumniOf ,St_Peter_u0027_s_College_u002C__Auckland ,Auckland ,,,,,
Patrick_McClure ,age ,75,Auckland ,,,1949-01-01,,75
Patrick_McClure ,gender ,Male_gender ,Auckland ,,,,,
Patrick_Mullane ,award ,Victoria_Cross_generic_instance ,Ahmednagar ,,,,,
Patrick_Mullane ,age ,165,Ahmednagar ,,,1858-10-01,,165
Patrick_Mullane ,gender ,Male_gender ,Ahmednagar ,,,,,
Patrick_Muttart ,alumniOf ,University_of_Ottawa ,Woodstock_u002C__Ontario ,,,,,
Patrick_Muttart ,age ,52,Woodstock_u002C__Ontario ,,,1972-02-17,,52
Patrick_Muttart ,gender ,Male_gender ,Woodstock_u002C__Ontario ,,,,,
Patrick_Muttart ,nationality ,Canada ,Woodstock_u002C__Ontario ,,,,,
Patrick_R_u002E__Donahoe ,alumniOf ,Massachusetts_Institute_of_Technology ,Pittsburgh ,,,,,
Patrick_R_u002E__Donahoe ,alumniOf ,MIT_Sloan_School_of_Management ,Pittsburgh ,,,,,
Patrick_R_u002E__Donahoe ,alumniOf ,Sloan_Fellows ,Pittsburgh ,,,,,
Patrick_R_u002E__Donahoe ,alumniOf ,University_of_Pittsburgh ,Pittsburgh ,,,,,
Patrick_R_u002E__Donahoe ,age ,69,Pittsburgh ,,,1955-01-01,,69
Markos_Drakos__u0028_EOKA_fighter_u0029_ ,nationality ,Cyprus ,Kalopanagiotis ,,,,,
Martha_Ellen_Young_Truman ,age ,171,Jackson_County_u002C__Missouri ,,,1852-11-25,,171
Martha_Ellen_Young_Truman ,gender ,Female__u0028_gender_u0029_ ,Jackson_County_u002C__Missouri ,,,,,
Martha_Ellen_Young_Truman ,nationality ,United_States ,Jackson_County_u002C__Missouri ,,,,,
Martin_Buhr ,nationality ,Germany ,Marienhafe ,,,,,
Kehri_Singh ,age ,257,Deeg ,,,1766-09-01,,257
Keith_Bezanson ,alumniOf ,Stanford_University ,Kingston_u002C__Ontario ,,,,,
Keith_Bezanson ,alumniOf ,Carleton_University ,Kingston_u002C__Ontario ,,,,,
Keith_Bezanson ,age ,82,Kingston_u002C__Ontario ,,,1941-05-12,,82
Keith_Bezanson ,gender ,Male_gender ,Kingston_u002C__Ontario ,,,,,
Keith_Bezanson ,nationality ,Canada ,Kingston_u002C__Ontario ,,,,,
Keith_McCaskill ,age ,70,Winnipeg ,,,1954-01-01,,70
Keith_McCaskill ,gender ,Male_gender ,Winnipeg ,,,,,
Keith_McCaskill ,worksFor ,Winnipeg_Police_Service ,Winnipeg ,,,,,
Keith_R_u002E__McCall ,alumniOf ,Pennsylvania_State_University ,Coaldale_u002C__Schuylkill_County_u002C__Pennsylvania ,,,,,
Keith_R_u002E__McCall ,age ,64,Coaldale_u002C__Schuylkill_County_u002C__Pennsylvania ,,,1959-12-16,,64
Keith_R_u002E__McCall ,gender ,Male_gender ,Coaldale_u002C__Schuylkill_County_u002C__Pennsylvania ,,,,,
Keith_R_u002E__McCall ,memberOf ,Democratic_Party__u0028_United_States_u0029_ ,Coaldale_u002C__Schuylkill_County_u002C__Pennsylvania ,,,,,
Keith_R_u002E__McCall ,nationality ,United_States ,Coaldale_u002C__Schuylkill_County_u002C__Pennsylvania ,,,,,
Keith_Shannon ,alumniOf ,University_of_St_Andrews ,Edinburgh ,,,,,
Keith_Shannon ,alumniOf ,Craigmount_High_School ,Edinburgh ,,,,,
Keith_Shannon ,award ,Order_of_Honour__u0028_Moldova_u0029_ ,Edinburgh ,,,,,
Keith_Shannon ,age ,57,Edinburgh ,,,1966-09-17,,57
Keith_Shannon ,gender ,Male_gender ,Edinburgh ,,,,,
Keith_Shannon ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,Edinburgh ,,,,,
Keith_Uncapher ,age ,102,Denver ,,,1922-04-01,,102
Keith_Uncapher ,gender ,Male_gender ,Denver ,,,,,
Keith_Uncapher ,nationality ,United_States ,Denver ,,,,,
Keith_Uncapher ,worksFor ,University_of_Southern_California ,Denver ,,,,,
Keith_Uncapher ,worksFor ,RAND_Corporation ,Denver ,,,,,
Ken_Haines ,alumniOf ,Dakota_Wesleyan_University ,Spokane_u002C__Washington ,,,,,
Ken_Haines ,alumniOf ,Troy_University ,Spokane_u002C__Washington ,,,,,
Ken_Haines ,age ,81,Spokane_u002C__Washington ,,,1942-09-05,,81
Ken_Haines ,gender ,Male_gender ,Spokane_u002C__Washington ,,,,,
Ken_Haines ,nationality ,United_States ,Spokane_u002C__Washington ,,,,,
Ken_Harada__u0028_diplomat_u0029_ ,award ,Knight_Of_St_U002E__Sylvester_Q16750686_generic_instance ,Kyoto ,,,,,
Ken_Harada__u0028_diplomat_u0029_ ,age ,131,Kyoto ,,,1893-01-01,,131
Ken_Harada__u0028_diplomat_u0029_ ,gender ,Male_gender ,Kyoto ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,age ,26,Madrid ,,,1997-10-12,,26
Prince_Boris_u002C__Prince_of_Tarnovo ,gender ,Male_gender ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,knowsLanguage ,English_language_generic_instance ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,knowsLanguage ,French_language_generic_instance ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,knowsLanguage ,Spanish_language_generic_instance ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,knowsLanguage ,Bulgarian_language_generic_instance ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,nationality ,Spain ,Madrid ,,,,,
Prince_Boris_u002C__Prince_of_Tarnovo ,nationality ,Bulgaria ,Madrid ,,,,,
Kenneth_Reese_Cole_Jr_u002E_ ,alumniOf ,Bucknell_University ,New_York_City ,,,,,
Kenneth_Reese_Cole_Jr_u002E_ ,age ,86,New_York_City ,,,1938-01-27,,86
Kenneth_Reese_Cole_Jr_u002E_ ,gender ,Male_gender ,New_York_City ,,,,,
Kenneth_Reese_Cole_Jr_u002E_ ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,New_York_City ,,,,,
Kenneth_Reese_Cole_Jr_u002E_ ,nationality ,United_States ,New_York_City ,,,,,
Kenneth_W_u002E__MacKenzie ,alumniOf ,University_of_Toronto ,Lucknow_u002C__Ontario ,,,,,
Kenneth_W_u002E__MacKenzie ,alumniOf ,Central_Huron_Secondary_School ,Lucknow_u002C__Ontario ,,,,,
Kenneth_W_u002E__MacKenzie ,age ,162,Lucknow_u002C__Ontario ,,,1862-02-03,,162
Kenneth_W_u002E__MacKenzie ,gender ,Male_gender ,Lucknow_u002C__Ontario ,,,,,
Kenneth_W_u002E__MacKenzie ,knowsLanguage ,English_language_generic_instance ,Lucknow_u002C__Ontario ,,,,,
Kenneth_W_u002E__MacKenzie ,nationality ,Canada ,Lucknow_u002C__Ontario ,,,,,
Keppetipola_Disawe ,gender ,Male_gender ,Udugoda ,,,,,
Kerry_Lyn_Dalton ,age ,64,Van_Nuys ,,,1960-01-01,,64
Kerry_Lyn_Dalton ,gender ,Female__u0028_gender_u0029_ ,Van_Nuys ,,,,,
Kerry_Lyn_Dalton ,nationality ,United_States ,Van_Nuys ,,,,,
Lou_Zhenggang ,age ,57,Heilongjiang ,,,1966-07-08,,57
Lou_Zhenggang ,gender ,Female__u0028_gender_u0029_ ,Heilongjiang ,,,,,
Louis_Daidone ,age ,78,Bensonhurst_u002C__Brooklyn ,,,1946-02-23,,78
Louis_Daidone ,gender ,Male_gender ,Bensonhurst_u002C__Brooklyn ,,,,,
Louis_J_u002E__Nigro_Jr_u002E_ ,age ,76,Brooklyn ,,,1947-05-19,,76
Louis_J_u002E__Nigro_Jr_u002E_ ,gender ,Male_gender ,Brooklyn ,,,,,
Louis_J_u002E__Nigro_Jr_u002E_ ,nationality ,United_States ,Brooklyn ,,,,,
Lucas_Wolfe ,alumniOf ,Cumberland_Valley_High_School ,Mechanicsburg_u002C__Pennsylvania ,,,,,
Lucas_Wolfe ,age ,37,Mechanicsburg_u002C__Pennsylvania ,,,1986-10-22,,37
Lucas_Wolfe ,gender ,Male_gender ,Mechanicsburg_u002C__Pennsylvania ,,,,,
Luce_Maced ,age ,137,Guadeloupe ,,,1886-05-02,,137
Luce_Maced ,gender ,Female__u0028_gender_u0029_ ,Guadeloupe ,,,,,
Luce_Maced ,knowsLanguage ,French_language_generic_instance ,Guadeloupe ,,,,,
Luce_Maced ,nationality ,France ,Guadeloupe ,,,,,
Ludwig_Spindler ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Munich ,,,,,
Ludwig_Spindler ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Munich ,,,,,
Ludwig_Spindler ,age ,113,Munich ,,,1910-11-15,,113
Ludwig_Spindler ,gender ,Male_gender ,Munich ,,,,,
Navdeep_Singh__u0028_Ashok_Chakra_u0029_ ,alumniOf ,Army_Institute_of_Management_u002C__Kolkata ,Gurdaspur ,,,,,
Navdeep_Singh__u0028_Ashok_Chakra_u0029_ ,award ,Ashoka_Chakra__u0028_military_decoration_u0029_ ,Gurdaspur ,,,,,
Navdeep_Singh__u0028_Ashok_Chakra_u0029_ ,age ,38,Gurdaspur ,,,1985-06-08,,38
Navdeep_Singh__u0028_Ashok_Chakra_u0029_ ,gender ,Male_gender ,Gurdaspur ,,,,,
Navdeep_Singh__u0028_Ashok_Chakra_u0029_ ,nationality ,India ,Gurdaspur ,,,,,
Pietro_Parenzo ,age ,923,Rome ,,,1101-01-01,,923
Pietro_Parenzo ,gender ,Male_gender ,Rome ,,,,,
Ma_Ju-lung__u0028_Nationalist_general_u0029_ ,gender ,Male_gender ,Gansu ,,,,,
Maad_a_Sinig_Maysa_Wali_Jaxateh_Manneh ,gender ,Male_gender ,Kaabu ,,,,,
Mahmoud_Shaker ,age ,97,Dakahlia_Governorate ,,,1926-07-20,,97
Mahmoud_Shaker ,gender ,Male_gender ,Dakahlia_Governorate ,,,,,
Mahmoud_Shaker ,nationality ,Egypt ,Dakahlia_Governorate ,,,,,
Malcolm_Diamond ,gender ,Male_gender ,New_York_City ,,,,,
Malcolm_Diamond ,nationality ,United_States ,New_York_City ,,,,,
Maurice_Clemmons ,age ,52,North_Little_Rock_u002C__Arkansas ,,,1972-02-06,,52
Maurice_Margarot ,age ,279,Devon ,,,1745-01-01,,279
Maurice_Margarot ,gender ,Male_gender ,Devon ,,,,,
Max_Chmel ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Dzielów ,,,,,
Max_Chmel ,age ,108,Dzielów ,,,1915-05-03,,108
Max_Chmel ,gender ,Male_gender ,Dzielów ,,,,,
Max_Friedrich ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Siemianowice_Śląskie ,,,,,
Kishan_Singh_Rathore ,award ,Maha_Vir_Chakra_generic_instance ,Churu_district ,,,,,
Kishan_Singh_Rathore ,gender ,Male_gender ,Churu_district ,,,,,
Kishan_Singh_Rathore ,nationality ,India ,Churu_district ,,,,,
Kjell_Alrich_Schumann ,age ,58,Hedmark ,,,1966-04-08,,58
Kjell_Alrich_Schumann ,gender ,Male_gender ,Hedmark ,,,,,
Baruch_Mordechai_Ezrachi ,nationality ,Israel ,Petah_Tikva ,,,,,
Ravil_Mingazov ,age ,56,Russia ,,,1967-12-05,,56
Ravil_Mingazov ,gender ,Male_gender ,Russia ,,,,,
Ray_Griggs ,alumniOf ,Australian_National_University ,Homebush_u002C__New_South_Wales ,,,,,
Ray_Griggs ,alumniOf ,University_of_Queensland ,Homebush_u002C__New_South_Wales ,,,,,
Ray_Griggs ,award ,Legionnaire_Of_Legion_Of_Merit_Q17231624_generic_instance ,Homebush_u002C__New_South_Wales ,,,,,
Ray_Griggs ,age ,63,Homebush_u002C__New_South_Wales ,,,1961-01-01,,63
Ray_Griggs ,gender ,Male_gender ,Homebush_u002C__New_South_Wales ,,,,,
Raymond_Gushue ,alumniOf ,Dalhousie_University ,Whitbourne_u002C__Newfoundland_and_Labrador ,,,,,
Raymond_Gushue ,award ,Officer_of_the_Order_of_Canada_generic_instance ,Whitbourne_u002C__Newfoundland_and_Labrador ,,,,,
Raymond_Gushue ,age ,123,Whitbourne_u002C__Newfoundland_and_Labrador ,,,1900-06-20,,123
Raymond_Gushue ,gender ,Male_gender ,Whitbourne_u002C__Newfoundland_and_Labrador ,,,,,
Raymond_Gushue ,nationality ,Canada ,Whitbourne_u002C__Newfoundland_and_Labrador ,,,,,
Reed_Waddell ,age ,164,Springfield_u002C__Illinois ,,,1860-01-01,,164
Reed_Waddell ,gender ,Male_gender ,Springfield_u002C__Illinois ,,,,,
Reed_Waddell ,nationality ,United_States ,Springfield_u002C__Illinois ,,,,,
Reggie_Candappa ,alumniOf ,St_u002E__Joseph_u0027_s_College_u002C__Colombo ,Colombo ,,,,,
Reggie_Candappa ,age ,104,Colombo ,,,1919-05-14,,104
Reggie_Candappa ,gender ,Male_gender ,Colombo ,,,,,
Reggie_Candappa ,nationality ,Sri_Lanka ,Colombo ,,,,,
Regina_Glynn ,gender ,Female__u0028_gender_u0029_ ,Galway ,,,,,
Regina_Gorman ,gender ,Female__u0028_gender_u0029_ ,Dublin ,,,,,
Sandy_Johnstone ,alumniOf ,Kelvinside_Academy ,Glasgow ,,,,,
Sandy_Johnstone ,award ,Companion_Of_The_Order_Of_The_Bath_Q12177472_generic_instance ,Glasgow ,,,,,
Sandy_Johnstone ,award ,Distinguished_Flying_Cross__u0028_United_Kingdom_u0029_ ,Glasgow ,,,,,
Sandy_Johnstone ,age ,107,Glasgow ,,,1916-06-02,,107
Sandy_Johnstone ,gender ,Male_gender ,Glasgow ,,,,,
Sandy_Johnstone ,knowsLanguage ,English_language_generic_instance ,Glasgow ,,,,,
Reino_Gikman ,age ,94,Russia ,,,1930-03-27,,94
Reino_Gikman ,gender ,Male_gender ,Russia ,,,,,
Rene_Enriquez__u0028_mobster_u0029_ ,age ,61,South_Los_Angeles ,,,1962-07-07,,61
Rene_Enriquez__u0028_mobster_u0029_ ,gender ,Male_gender ,South_Los_Angeles ,,,,,
Rene_Enriquez__u0028_mobster_u0029_ ,nationality ,United_States ,South_Los_Angeles ,,,,,
Reuben_Richard_Figuhr ,age ,127,Superior_u002C__Wisconsin ,,,1896-10-20,,127
Reuben_Richard_Figuhr ,gender ,Male_gender ,Superior_u002C__Wisconsin ,,,,,
Rhoda_Boyd ,gender ,Female__u0028_gender_u0029_ ,Cumberland_County_u002C__Pennsylvania ,,,,,
Noor_Uthman_Muhammed ,age ,62,Sudan ,,,1962-01-01,,62
Noor_Uthman_Muhammed ,gender ,Male_gender ,Sudan ,,,,,
Norman_Armour ,alumniOf ,Harvard_Law_School ,Brighton ,,,,,
Norman_Armour ,alumniOf ,Princeton_University ,Brighton ,,,,,
Norman_Armour ,age ,136,Brighton ,,,1887-10-14,,136
Norman_Armour ,gender ,Male_gender ,Brighton ,,,,,
Norman_Armour ,nationality ,United_States ,Brighton ,,,,,
Obanta ,gender ,Male_gender ,Nigeria ,,,,,
Obanta ,nationality ,Nigeria ,Nigeria ,,,,,
Peter_J_u002E__Countryman ,alumniOf ,Yale_University ,Chicago ,,,,,
Peter_J_u002E__Countryman ,age ,82,Chicago ,,,1942-04-13,,82
Peter_J_u002E__Countryman ,gender ,Male_gender ,Chicago ,,,,,
Peter_J_u002E__Countryman ,nationality ,United_States ,Chicago ,,,,,
2010_Singapore_train_depot_trespass_and_vandalism_case ,gender ,Male_gender ,Switzerland ,,,,,
2010_Singapore_train_depot_trespass_and_vandalism_case ,nationality ,Switzerland ,Switzerland ,,,,,
Oliver_Cromwell__u0028_American_soldier_u0029_ ,age ,271,Columbus_u002C__New_Jersey ,,,1752-05-24,,271
Oliver_Cromwell__u0028_American_soldier_u0029_ ,gender ,Male_gender ,Columbus_u002C__New_Jersey ,,,,,
Oliver_Cromwell__u0028_American_soldier_u0029_ ,nationality ,United_States ,Columbus_u002C__New_Jersey ,,,,,
Oliver_Duff_Greene ,alumniOf ,United_States_Military_Academy ,Scott_u002C__New_York ,,,,,
Oliver_Duff_Greene ,award ,Medal_of_Honor_generic_instance ,Scott_u002C__New_York ,,,,,
Oliver_Duff_Greene ,age ,191,Scott_u002C__New_York ,,,1833-01-25,,191
Oliver_Duff_Greene ,gender ,Male_gender ,Scott_u002C__New_York ,,,,,
Oliver_Duff_Greene ,nationality ,United_States ,Scott_u002C__New_York ,,,,,
Om_Prakash_Malhotra ,alumniOf ,Sri_Pratap_College ,Srinagar ,,,,,
Om_Prakash_Malhotra ,award ,Param_Vishisht_Seva_Medal ,Srinagar ,,,,,
Om_Prakash_Malhotra ,age ,101,Srinagar ,,,1922-08-06,,101
Om_Prakash_Malhotra ,gender ,Male_gender ,Srinagar ,,,,,
Om_Prakash_Malhotra ,nationality ,India ,Srinagar ,,,,,
Omar_Abdulayev ,age ,45,Tajikistan ,,,1978-10-11,,45
Omar_Abdulayev ,gender ,Male_gender ,Tajikistan ,,,,,
Omar_Abdulayev ,nationality ,Tajikistan ,Tajikistan ,,,,,
Omar_Muhammad_Farah ,age ,49,El_Buur ,,,1975-01-01,,49
Omar_Muhammad_Farah ,gender ,Male_gender ,El_Buur ,,,,,
Oscar_Hilman ,age ,74,Libmanan ,,,1950-01-01,,74
Oscar_Hilman ,gender ,Male_gender ,Libmanan ,,,,,
Oscar_Hilman ,nationality ,Philippines ,Libmanan ,,,,,
Richelida ,gender ,Female__u0028_gender_u0029_ ,Bergamo ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,alumniOf ,Marlborough_College ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,alumniOf ,Brasenose_College_u002C__Oxford ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,alumniOf ,Britannia_Royal_Naval_College ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_Bath_Q12177451_generic_instance ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,award ,Knight_Grand_Cross_Of_The_Royal_Victorian_Order_Q12192290_generic_instance ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,award ,Companion_Of_The_Order_Of_The_Bath_Q12177472_generic_instance ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,award ,Companion_Of_The_Queen_U0027_S_Service_Order_Q96036375_generic_instance ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,age ,77,Cheltenham ,,,1946-09-20,,77
Robin_Janvrin_u002C__Baron_Janvrin ,gender ,Male_gender ,Cheltenham ,,,,,
Robin_Janvrin_u002C__Baron_Janvrin ,knowsLanguage ,English_language_generic_instance ,Cheltenham ,,,,,
Charles_Lonsdale ,alumniOf ,Merton_College_u002C__Oxford ,Oxford ,,,,,
Charles_Lonsdale ,age ,58,Oxford ,,,1965-07-05,,58
Charles_Lonsdale ,gender ,Male_gender ,Oxford ,,,,,
Charles_Lonsdale ,knowsLanguage ,English_language_generic_instance ,Oxford ,,,,,
Charles_Lonsdale ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,Oxford ,,,,,
Jane_Rolfe ,age ,373,Varina_u002C__Virginia ,,,1650-10-10,,373
Jane_Rolfe ,gender ,Female__u0028_gender_u0029_ ,Varina_u002C__Virginia ,,,,,
Jane_Rolfe ,nationality ,United_States ,Varina_u002C__Virginia ,,,,,
Margaret_Rolle_u002C__15th_Baroness_Clinton ,age ,315,Devon ,,,1709-01-17,,315
Margaret_Rolle_u002C__15th_Baroness_Clinton ,gender ,Female__u0028_gender_u0029_ ,Devon ,,,,,
Rob_Dickins ,alumniOf ,Loughborough_University ,East_Ham ,,,,,
Rob_Dickins ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,East_Ham ,,,,,
Rob_Dickins ,age ,73,East_Ham ,,,1950-07-01,,73
Rob_Dickins ,gender ,Male_gender ,East_Ham ,,,,,
Rob_Dickins ,knowsLanguage ,English_language_generic_instance ,East_Ham ,,,,,
Rob_Ellis__u0028_DJ_u0029_ ,age ,123,Preston_u002C__Lancashire ,,,1901-01-01,,123
Rob_Ellis__u0028_DJ_u0029_ ,gender ,Male_gender ,Preston_u002C__Lancashire ,,,,,
Rob_Ellis__u0028_DJ_u0029_ ,knowsLanguage ,English_language_generic_instance ,Preston_u002C__Lancashire ,,,,,
Peter_Youens ,alumniOf ,Wadham_College_u002C__Oxford ,Brodsworth ,,,,,
Peter_Youens ,alumniOf ,King_Edward_VII_School_u002C__Sheffield ,Brodsworth ,,,,,
Peter_Youens ,age ,107,Brodsworth ,,,1916-04-29,,107
Peter_Youens ,gender ,Male_gender ,Brodsworth ,,,,,
Philip_Holland__u0028_minister_u0029_ ,age ,303,Wolverhampton ,,,1721-01-01,,303
Philip_Holland__u0028_minister_u0029_ ,gender ,Male_gender ,Wolverhampton ,,,,,
Miguel_de_Bragança_u002C__1st_Duke_of_Lafões ,age ,324,Lisbon ,,,1699-10-15,,324
Miguel_de_Bragança_u002C__1st_Duke_of_Lafões ,gender ,Male_gender ,Lisbon ,,,,,
Miguel_de_Bragança_u002C__1st_Duke_of_Lafões ,knowsLanguage ,Portuguese_language_generic_instance ,Lisbon ,,,,,
Mike_Haverty ,alumniOf ,Maur_Hill_u2013_Mount_Academy ,Atchison_u002C__Kansas ,,,,,
Mike_Haverty ,age ,79,Atchison_u002C__Kansas ,,,1944-06-11,,79
Mike_Haverty ,gender ,Male_gender ,Atchison_u002C__Kansas ,,,,,
Mike_Kurtz ,age ,179,New_York_City ,,,1845-01-01,,179
Mike_Kurtz ,gender ,Male_gender ,New_York_City ,,,,,
Mike_Kurtz ,nationality ,United_States ,New_York_City ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,alumniOf ,Georgetown_University ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,alumniOf ,Princeton_School_of_Public_and_International_Affairs ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,alumniOf ,San_Carlos_High_School ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,alumniOf ,Ravenswood_High_School__u0028_East_Palo_Alto_u0029_ ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,alumniOf ,Wesley_Theological_Seminary ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,age ,69,Charleston_u002C__South_Carolina ,,,1954-10-27,,69
Mike_McCurry__u0028_press_secretary_u0029_ ,gender ,Male_gender ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,memberOf ,Democratic_Party__u0028_United_States_u0029_ ,Charleston_u002C__South_Carolina ,,,,,
Mike_McCurry__u0028_press_secretary_u0029_ ,nationality ,United_States ,Charleston_u002C__South_Carolina ,,,,,
Milton_Reeves ,age ,159,Rush_County_u002C__Indiana ,,,1864-08-25,,159
Milton_Reeves ,gender ,Male_gender ,Rush_County_u002C__Indiana ,,,,,
Milton_Reeves ,nationality ,United_States ,Rush_County_u002C__Indiana ,,,,,
Miriam_Bannister ,age ,207,Devon ,,,1817-03-19,,207
Miriam_Bannister ,gender ,Female__u0028_gender_u0029_ ,Devon ,,,,,
Miriam_Bannister ,knowsLanguage ,English_language_generic_instance ,Devon ,,,,,
Miriam_Bannister ,nationality ,United_States ,Devon ,,,,,
Miriam_Schmierer ,age ,124,Queensland ,,,1899-08-20,,124
Miriam_Schmierer ,gender ,Female__u0028_gender_u0029_ ,Queensland ,,,,,
Mirza_Muhammad_Hakim ,age ,470,Kabul ,,,1553-05-09,,470
Mirza_Muhammad_Hakim ,gender ,Male_gender ,Kabul ,,,,,
Mohamed_Noman_Galal ,age ,81,Asyut ,,,1943-01-01,,81
Mohamed_Noman_Galal ,gender ,Male_gender ,Asyut ,,,,,
Mohamed_Noman_Galal ,knowsLanguage ,Arabic_generic_instance ,Asyut ,,,,,
Mohamed_Noman_Galal ,knowsLanguage ,Egyptian_Arabic_generic_instance ,Asyut ,,,,,
Mohamed_Noman_Galal ,nationality ,Egypt ,Asyut ,,,,,
Mohamed_Said_Atom ,gender ,Male_gender ,Galgala ,,,,,
Mohamed_Said_Atom ,nationality ,Somalia ,Galgala ,,,,,
Patrick_R_u002E__Donahoe ,gender ,Male_gender ,Pittsburgh ,,,,,
Patrick_Swaffer ,age ,73,London ,,,1951-02-12,,73
Patrick_Swaffer ,gender ,Male_gender ,London ,,,,,
Paul_Akers ,age ,63,San_Diego ,,,1960-05-07,,63
Paul_Akers ,gender ,Male_gender ,San_Diego ,,,,,
Paul_Akers ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,San_Diego ,,,,,
Paul_Akers ,nationality ,United_States ,San_Diego ,,,,,
Paul_Jaworski ,age ,124,Poland ,,,1900-01-01,,124
Paul_Jaworski ,gender ,Male_gender ,Poland ,,,,,
Paul_Jaworski ,knowsLanguage ,Polish_language_generic_instance ,Poland ,,,,,
Paul_Jaworski ,nationality ,Poland ,Poland ,,,,,
Paul_Koht ,alumniOf ,University_of_Oslo ,Bærum ,,,,,
Paul_Koht ,age ,110,Bærum ,,,1913-12-07,,110
Paul_Koht ,gender ,Male_gender ,Bærum ,,,,,
Paul_Tilsley ,alumniOf ,Birmingham_City_University ,Birmingham ,,,,,
Paul_Tilsley ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,Birmingham ,,,,,
Paul_Tilsley ,award ,Member_Of_The_Order_Of_The_British_Empire_Q12201526_generic_instance ,Birmingham ,,,,,
Paul_Tilsley ,gender ,Male_gender ,Birmingham ,,,,,
Paul_Tilsley ,knowsLanguage ,English_language_generic_instance ,Birmingham ,,,,,
Paul_Tilsley ,memberOf ,Liberal_Democrats__u0028_UK_u0029_ ,Birmingham ,,,,,
Paul_Tobin__u0028_Medal_of_Honor_u0029_ ,award ,Medal_of_Honor_generic_instance ,Pleyben ,,,,,
Paul_Tobin__u0028_Medal_of_Honor_u0029_ ,age ,223,Pleyben ,,,1801-01-01,,223
Paul_Tobin__u0028_Medal_of_Honor_u0029_ ,gender ,Male_gender ,Pleyben ,,,,,
