subject,predicate,object,birthPlace
Elihu_Adams ,birthDate ,1741-05-29T00:00:00.000Z ,Braintree_u002C__Massachusetts 
Elihu_Adams ,gender ,Male_gender ,Braintree_u002C__Massachusetts 
Elizabeth_Lyon_u002C__Countess_of_Strathmore ,birthDate ,1663-05-01T00:00:00.000Z ,Bretby 
Elizabeth_Lyon_u002C__Countess_of_Strathmore ,gender ,Female__u0028_gender_u0029_ ,Bretby 
Joe_Rosentover ,birthDate ,1903-01-12T00:00:00.000Z ,United_States 
Joe_Rosentover ,gender ,Male_gender ,United_States 
Joe_Rosentover ,nationality ,United_States ,United_States 
Joey_Buttafuoco ,alumniOf ,Massapequa_High_School ,Massapequa_u002C__New_York 
Joey_Buttafuoco ,birthDate ,1956-03-11T00:00:00.000Z ,Massapequa_u002C__New_York 
Joey_Buttafuoco ,gender ,Male_gender ,Massapequa_u002C__New_York 
Joey_Buttafuoco ,nationality ,United_States ,Massapequa_u002C__New_York 
Johann_Baldauf ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Mürzzuschlag 
Johann_Baldauf ,birthDate ,1918-12-14T00:00:00.000Z ,Mürzzuschlag 
Johann_Baldauf ,gender ,Male_gender ,Mürzzuschlag 
Johann_Baldauf ,nationality ,Austria ,Mürzzuschlag 
Johann_Zemsky ,award ,Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469_generic_instance ,Vienna 
Johann_Zemsky ,birthDate ,1909-04-11T00:00:00.000Z ,Vienna 
Johann_Zemsky ,gender ,Male_gender ,Vienna 
Johannes_Grimminger ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Schwäbisch_Gmünd 
Johannes_Grimminger ,award ,Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469_generic_instance ,Schwäbisch_Gmünd 
Johannes_Grimminger ,birthDate ,1914-06-06T00:00:00.000Z ,Schwäbisch_Gmünd 
Johannes_Grimminger ,gender ,Male_gender ,Schwäbisch_Gmünd 
Johannes_Grimminger ,knowsLanguage ,German_language_generic_instance ,Schwäbisch_Gmünd 
Johannes_Grimminger ,nationality ,Germany ,Schwäbisch_Gmünd 
Johannes_Scherg ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Würzburg 
Johannes_Scherg ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Würzburg 
Johannes_Scherg ,birthDate ,1918-05-16T00:00:00.000Z ,Würzburg 
Johannes_Scherg ,gender ,Male_gender ,Würzburg 
Johannes_Scherg ,knowsLanguage ,German_language_generic_instance ,Würzburg 
Johannes_Scherg ,nationality ,Germany ,Würzburg 
Johannes_Weineck ,gender ,Male_gender ,Lehesten_u002C__Saale-Holzland 
Johannes_Weineck ,knowsLanguage ,German_language_generic_instance ,Lehesten_u002C__Saale-Holzland 
Johannes_Weineck ,nationality ,Germany ,Lehesten_u002C__Saale-Holzland 
Baruch_Mordechai_Ezrachi ,alumniOf ,Hebron_Yeshiva ,Petah_Tikva 
Baruch_Mordechai_Ezrachi ,birthDate ,1929-03-27T00:00:00.000Z ,Petah_Tikva 
Baruch_Mordechai_Ezrachi ,gender ,Male_gender ,Petah_Tikva 
ʻEhu ,gender ,Male_gender ,Hawaii__u0028_island_u0029_ 
Krishnan_Srinivasan ,alumniOf ,Christ_Church_u002C__Oxford ,Chennai 
Krishnan_Srinivasan ,alumniOf ,Bedford_School ,Chennai 
Krishnan_Srinivasan ,birthDate ,1937-02-15T00:00:00.000Z ,Chennai 
Krishnan_Srinivasan ,gender ,Male_gender ,Chennai 
Krishnan_Srinivasan ,knowsLanguage ,English_language_generic_instance ,Chennai 
Krishnan_Srinivasan ,nationality ,India ,Chennai 
Kristie_Kenney ,alumniOf ,Clemson_University ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,alumniOf ,National_War_College ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,birthDate ,1955-05-24T00:00:00.000Z ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,gender ,Female__u0028_gender_u0029_ ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,knowsLanguage ,English_language_generic_instance ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,knowsLanguage ,French_language_generic_instance ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,knowsLanguage ,Spanish_language_generic_instance ,Washington_u002C__D_u002E_C_u002E_ 
Kristie_Kenney ,nationality ,United_States ,Washington_u002C__D_u002E_C_u002E_ 
Kumar_Anish ,alumniOf ,St_Joseph_u0027_s_Boys_u0027__High_School_u002C__Bangalore ,Kannur 
Kumar_Anish ,birthDate ,1965-02-19T00:00:00.000Z ,Kannur 
Kumar_Anish ,gender ,Male_gender ,Kannur 
Kumar_Anish ,nationality ,India ,Kannur 
Kuno_von_Meyer ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Choszczno 
Kuno_von_Meyer ,award ,Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469_generic_instance ,Choszczno 
Kuno_von_Meyer ,birthDate ,1913-12-27T00:00:00.000Z ,Choszczno 
Kuno_von_Meyer ,gender ,Male_gender ,Choszczno 
Kurt_Brill ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Otterberg 
Kurt_Brill ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Otterberg 
Kurt_Brill ,birthDate ,1916-01-19T00:00:00.000Z ,Otterberg 
Kurt_Brill ,gender ,Male_gender ,Otterberg 
Kurt_Brill ,knowsLanguage ,German_language_generic_instance ,Otterberg 
Kurt_Brill ,nationality ,Germany ,Otterberg 
Kurt_Capesius ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Teplice 
Kurt_Capesius ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Teplice 
Kurt_Capesius ,birthDate ,1919-02-12T00:00:00.000Z ,Teplice 
Kurt_Capesius ,gender ,Male_gender ,Teplice 
Kurt_Fimmen ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Wittenberg 
Kurt_Fimmen ,birthDate ,1911-05-04T00:00:00.000Z ,Wittenberg 
Kurt_Fimmen ,gender ,Male_gender ,Wittenberg 
Kurt_Fimmen ,knowsLanguage ,German_language_generic_instance ,Wittenberg 
Kurt_Fimmen ,nationality ,Germany ,Wittenberg 
Kurt_Heintz ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Neunkirchen_u002C__Saarland 
Kurt_Heintz ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Neunkirchen_u002C__Saarland 
Kurt_Heintz ,birthDate ,1912-07-25T00:00:00.000Z ,Neunkirchen_u002C__Saarland 
Kurt_Heintz ,gender ,Male_gender ,Neunkirchen_u002C__Saarland 
Kurt_Kühme ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Berlin 
Israel_Donalson ,birthDate ,1767-02-02T00:00:00.000Z ,Hunterdon_County_u002C__New_Jersey 
Israel_Donalson ,gender ,Male_gender ,Hunterdon_County_u002C__New_Jersey 
Israel_Donalson ,nationality ,United_States ,Hunterdon_County_u002C__New_Jersey 
Ivy_Campany ,birthDate ,1901-09-23T00:00:00.000Z ,Hackney_u002C__London 
Ivy_Campany ,gender ,Female__u0028_gender_u0029_ ,Hackney_u002C__London 
Izaak_Walton_Killam ,birthDate ,1885-07-23T00:00:00.000Z ,Yarmouth_u002C__Nova_Scotia 
Izaak_Walton_Killam ,gender ,Male_gender ,Yarmouth_u002C__Nova_Scotia 
Izaak_Walton_Killam ,nationality ,Canada ,Yarmouth_u002C__Nova_Scotia 
Izabela_Maria_Lubomirska ,birthDate ,1808-03-01T00:00:00.000Z ,Przeworsk 
Izabela_Maria_Lubomirska ,gender ,Female__u0028_gender_u0029_ ,Przeworsk 
Necla_Sultan ,birthDate ,1926-05-15T00:00:00.000Z ,Nice 
Necla_Sultan ,gender ,Female__u0028_gender_u0029_ ,Nice 
Necla_Sultan ,nationality ,Iraq ,Nice 
Necla_Sultan ,nationality ,Turkey ,Nice 
Ömer_Engin_Lütem ,alumniOf ,Galatasaray_High_School ,Istanbul 
Ömer_Engin_Lütem ,gender ,Male_gender ,Istanbul 
Ömer_Engin_Lütem ,knowsLanguage ,Turkish_language_generic_instance ,Istanbul 
Ömer_Engin_Lütem ,nationality ,Turkey ,Istanbul 
Disappearance_of_Jessie_Foster ,alumniOf ,John_G_u002E__Diefenbaker_High_School ,Canada 
Disappearance_of_Jessie_Foster ,birthDate ,1984-05-27T00:00:00.000Z ,Canada 
Disappearance_of_Jessie_Foster ,gender ,Female__u0028_gender_u0029_ ,Canada 
Edward_Tesdorpf ,birthDate ,1817-09-27T00:00:00.000Z ,Hamburg 
Edward_Tesdorpf ,gender ,Male_gender ,Hamburg 
Edward_Tesdorpf ,nationality ,Denmark ,Hamburg 
Frederik_Tesdorpf ,award ,Order_of_the_Dannebrog ,Orupgaard 
Frederik_Tesdorpf ,birthDate ,1854-12-03T00:00:00.000Z ,Orupgaard 
Frederik_Tesdorpf ,gender ,Male_gender ,Orupgaard 
Frederik_Tesdorpf ,nationality ,Denmark ,Orupgaard 
Jeff_Jones__u0028_music_industry_executive_u0029_ ,alumniOf ,Massachusetts_College_of_Art_and_Design ,Arlington_u002C__Massachusetts 
Jeff_Jones__u0028_music_industry_executive_u0029_ ,gender ,Male_gender ,Arlington_u002C__Massachusetts 
Jeff_Jones__u0028_music_industry_executive_u0029_ ,knowsLanguage ,English_language_generic_instance ,Arlington_u002C__Massachusetts 
Jeff_Jones__u0028_music_industry_executive_u0029_ ,nationality ,United_States ,Arlington_u002C__Massachusetts 
Jeff_Jones__u0028_music_industry_executive_u0029_ ,worksFor ,Apple_Corps ,Arlington_u002C__Massachusetts 
Jeff_McComsey ,birthDate ,1981-12-11T00:00:00.000Z ,Oxford_u002C__Pennsylvania 
Jeff_McComsey ,gender ,Male_gender ,Oxford_u002C__Pennsylvania 
Jehangir_Karamat ,alumniOf ,United_States_Army_Command_and_General_Staff_College ,Karachi 
Jehangir_Karamat ,alumniOf ,Pakistan_Military_Academy ,Karachi 
Jehangir_Karamat ,alumniOf ,St_u002E__Patrick_u0027_s_High_School_u002C__Karachi ,Karachi 
Jehangir_Karamat ,birthDate ,1941-02-20T00:00:00.000Z ,Karachi 
Jehangir_Karamat ,gender ,Male_gender ,Karachi 
Jehangir_Karamat ,nationality ,Pakistan ,Karachi 
Jehangir_Karamat ,worksFor ,Stanford_University ,Karachi 
Jeremiah_Z_u002E__Brown ,award ,Medal_of_Honor_generic_instance ,Rural_Valley_u002C__Pennsylvania 
Jeremiah_Z_u002E__Brown ,birthDate ,1839-11-07T00:00:00.000Z ,Rural_Valley_u002C__Pennsylvania 
Jeremiah_Z_u002E__Brown ,gender ,Male_gender ,Rural_Valley_u002C__Pennsylvania 
Jeremiah_Z_u002E__Brown ,nationality ,United_States ,Rural_Valley_u002C__Pennsylvania 
Jeremy_Bamber ,alumniOf ,Gresham_u0027_s_School ,Kensington 
Jeremy_Bamber ,birthDate ,1961-01-13T00:00:00.000Z ,Kensington 
Jeremy_Bamber ,gender ,Male_gender ,Kensington 
Jeremy_Bamber ,knowsLanguage ,English_language_generic_instance ,Kensington 
Jerry_Gladstone ,alumniOf ,University_of_Rhode_Island ,Brooklyn 
Jerry_Gladstone ,birthDate ,1960-03-11T00:00:00.000Z ,Brooklyn 
Jerry_Gladstone ,gender ,Male_gender ,Brooklyn 
Jerry_Gladstone ,nationality ,United_States ,Brooklyn 
Jerry_Neudecker ,birthDate ,1930-08-13T00:00:00.000Z ,Marine_u002C__Illinois 
Jerry_Neudecker ,gender ,Male_gender ,Marine_u002C__Illinois 
Jerry_Neudecker ,nationality ,United_States ,Marine_u002C__Illinois 
Jerry_Prem_Raj ,award ,Vir_Chakra ,Venganoor 
Jerry_Prem_Raj ,birthDate ,1901-01-01T00:00:00.000Z ,Venganoor 
Jerry_Prem_Raj ,gender ,Male_gender ,Venganoor 
Jesse_Tafero ,gender ,Male_gender ,United_States 
Jesse_Tafero ,nationality ,United_States ,United_States 
Juan_Mateos ,gender ,Male_gender ,Gibraltar 
Juan_Mateos ,knowsLanguage ,Spanish_language_generic_instance ,Gibraltar 
Juan_Mateos ,nationality ,Spain ,Gibraltar 
Judith_Bailey__u0028_academic_u0029_ ,alumniOf ,Harvard_University ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,alumniOf ,Coker_University ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,birthDate ,1946-08-24T00:00:00.000Z ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,gender ,Female__u0028_gender_u0029_ ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,worksFor ,George_Mason_University ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,worksFor ,University_of_Maine ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,worksFor ,University_of_Maryland_u002C__College_Park ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,worksFor ,Western_Michigan_University ,North_Carolina 
Judith_Bailey__u0028_academic_u0029_ ,worksFor ,Northern_Michigan_University ,North_Carolina 
Judy_Doyle ,gender ,Female__u0028_gender_u0029_ ,Dublin 
Scott_Jennings ,alumniOf ,University_of_Louisville ,Dawson_Springs_u002C__Kentucky 
Scott_Jennings ,birthDate ,1977-10-26T00:00:00.000Z ,Dawson_Springs_u002C__Kentucky 
Scott_Jennings ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,Dawson_Springs_u002C__Kentucky 
Thomas_Billington__u0028_executioner_u0029_ ,birthDate ,1872-01-01T00:00:00.000Z ,Bolton 
Thomas_Billington__u0028_executioner_u0029_ ,gender ,Male_gender ,Bolton 
William_Joel_Bryan ,birthDate ,1815-12-14T00:00:00.000Z ,Ste_u002E__Genevieve_County_u002C__Missouri 
William_Joel_Bryan ,gender ,Male_gender ,Ste_u002E__Genevieve_County_u002C__Missouri 
James_Long__u0028_filibuster_u0029_ ,birthDate ,1793-02-09T00:00:00.000Z ,Culpeper_County_u002C__Virginia 
James_Long__u0028_filibuster_u0029_ ,gender ,Male_gender ,Culpeper_County_u002C__Virginia 
James_Long__u0028_filibuster_u0029_ ,nationality ,United_States ,Culpeper_County_u002C__Virginia 
James_Martin_II ,award ,Medal_of_Honor_generic_instance ,Derry 
James_Martin_II ,birthDate ,1826-01-01T00:00:00.000Z ,Derry 
James_Martin_II ,gender ,Male_gender ,Derry 
James_Milholland ,birthDate ,1887-10-25T00:00:00.000Z ,Pittsburgh 
James_Milholland ,gender ,Male_gender ,Pittsburgh 
James_Milholland ,nationality ,United_States ,Pittsburgh 
James_P_u002E__Moore_Jr_u002E_ ,alumniOf ,Rutgers_University ,Joliet_u002C__Illinois 
James_P_u002E__Moore_Jr_u002E_ ,alumniOf ,University_of_Pittsburgh ,Joliet_u002C__Illinois 
James_P_u002E__Moore_Jr_u002E_ ,alumniOf ,The_Kiski_School ,Joliet_u002C__Illinois 
James_P_u002E__Moore_Jr_u002E_ ,birthDate ,1953-03-01T00:00:00.000Z ,Joliet_u002C__Illinois 
James_P_u002E__Moore_Jr_u002E_ ,gender ,Male_gender ,Joliet_u002C__Illinois 
James_P_u002E__Moore_Jr_u002E_ ,nationality ,United_States ,Joliet_u002C__Illinois 
James_Ross_u002C__7th_Lord_Ross ,gender ,Male_gender ,Renfrewshire 
Jesse_Tafero ,birthDate ,1946-10-12T00:00:00.000Z ,United_States 
Jessie_Harlan_Lincoln ,birthDate ,1875-11-06T00:00:00.000Z ,Chicago 
Josiah_O_u002E__Livingston ,award ,Medal_of_Honor_generic_instance ,Walden_u002C__Vermont 
Josiah_O_u002E__Livingston ,birthDate ,1837-02-03T00:00:00.000Z ,Walden_u002C__Vermont 
Joyce_Hamilton_Berry ,alumniOf ,University_of_Kentucky ,Lexington_u002C__Kentucky 
Joyce_Hamilton_Berry ,birthDate ,1937-01-01T00:00:00.000Z ,Lexington_u002C__Kentucky 
Joyce_Hamilton_Berry ,gender ,Female__u0028_gender_u0029_ ,Lexington_u002C__Kentucky 
Joyce_Hamilton_Berry ,nationality ,United_States ,Lexington_u002C__Kentucky 
Juan_Cortada_y_Quintana ,birthDate ,1820-01-01T00:00:00.000Z ,Ponce_u002C__Puerto_Rico 
Juan_Cortada_y_Quintana ,gender ,Male_gender ,Ponce_u002C__Puerto_Rico 
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Cogolludo 
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli ,birthDate ,1569-05-30T00:00:00.000Z ,Cogolludo 
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli ,gender ,Male_gender ,Cogolludo 
Juan_Lainé_Desombres ,birthDate ,1884-07-04T00:00:00.000Z ,Puebla 
Juan_Lainé_Desombres ,gender ,Male_gender ,Puebla 
Juan_Martín_de_Veramendi ,birthDate ,1778-12-17T00:00:00.000Z ,San_Antonio 
Juan_Martín_de_Veramendi ,gender ,Male_gender ,San_Antonio 
Lane_Frost ,award ,Rodeo_Hall_of_Fame ,La_Junta_u002C__Colorado 
Lane_Frost ,birthDate ,1963-10-12T00:00:00.000Z ,La_Junta_u002C__Colorado 
Lane_Frost ,gender ,Male_gender ,La_Junta_u002C__Colorado 
Lane_Frost ,nationality ,United_States ,La_Junta_u002C__Colorado 
Larry_Torres ,birthDate ,1954-01-01T00:00:00.000Z ,Arroyo_Seco_u002C__New_Mexico 
Larry_Torres ,gender ,Male_gender ,Arroyo_Seco_u002C__New_Mexico 
Larry_Torres ,nationality ,United_States ,Arroyo_Seco_u002C__New_Mexico 
Laure_Rièse ,alumniOf ,University_of_Paris ,Neuchâtel 
Laure_Rièse ,alumniOf ,University_of_Toronto ,Neuchâtel 
Laure_Rièse ,award ,Officer_of_the_Order_of_Canada_generic_instance ,Neuchâtel 
Laure_Rièse ,award ,Order_of_Ontario ,Neuchâtel 
Laure_Rièse ,birthDate ,1910-01-01T00:00:00.000Z ,Neuchâtel 
Laure_Rièse ,gender ,Female__u0028_gender_u0029_ ,Neuchâtel 
Laure_Rièse ,nationality ,Switzerland ,Neuchâtel 
Lauren_S_u002E__McCready ,alumniOf ,United_States_Merchant_Marine_Academy ,Pelham_Manor_u002C__New_York 
Lauren_S_u002E__McCready ,award ,Department_of_Commerce_Gold_Medal ,Pelham_Manor_u002C__New_York 
Lauren_S_u002E__McCready ,birthDate ,1915-07-26T00:00:00.000Z ,Pelham_Manor_u002C__New_York 
Lauren_S_u002E__McCready ,gender ,Male_gender ,Pelham_Manor_u002C__New_York 
Lauren_S_u002E__McCready ,nationality ,United_States ,Pelham_Manor_u002C__New_York 
Lauren_Samuels ,alumniOf ,Stratford-upon-Avon_College ,Hammersmith 
Lauren_Samuels ,alumniOf ,Higham_Lane_School ,Hammersmith 
Lauren_Samuels ,birthDate ,1988-03-26T00:00:00.000Z ,Hammersmith 
Lauren_Samuels ,gender ,Female__u0028_gender_u0029_ ,Hammersmith 
Laurenus_Clark_Seelye ,alumniOf ,Union_College ,Bethel_u002C__Connecticut 
Laurenus_Clark_Seelye ,alumniOf ,Andover_Theological_Seminary ,Bethel_u002C__Connecticut 
Laurenus_Clark_Seelye ,birthDate ,1837-09-30T00:00:00.000Z ,Bethel_u002C__Connecticut 
Laurenus_Clark_Seelye ,gender ,Male_gender ,Bethel_u002C__Connecticut 
Laurenus_Clark_Seelye ,memberOf ,Phi_Beta_Kappa ,Bethel_u002C__Connecticut 
Laurenus_Clark_Seelye ,nationality ,United_States ,Bethel_u002C__Connecticut 
Lawrence_DiCara ,alumniOf ,Harvard_Kennedy_School ,Dorchester_u002C__Boston 
Lawrence_DiCara ,alumniOf ,Harvard_College ,Dorchester_u002C__Boston 
Lawrence_DiCara ,alumniOf ,Suffolk_University_Law_School ,Dorchester_u002C__Boston 
Lawrence_DiCara ,birthDate ,1949-01-01T00:00:00.000Z ,Dorchester_u002C__Boston 
Lawrence_DiCara ,gender ,Male_gender ,Dorchester_u002C__Boston 
Lawrence_DiCara ,memberOf ,Democratic_Party__u0028_United_States_u0029_ ,Dorchester_u002C__Boston 
Lawrence_DiCara ,nationality ,United_States ,Dorchester_u002C__Boston 
Lawrence_Wnuk ,award ,Commander_Of_The_Cross_Of_The_Order_Of_Merit_Of_The_Republic_Of_Poland_Q20853466_generic_instance ,Witrogoszcz 
Lawrence_Wnuk ,award ,Order_of_Ontario ,Witrogoszcz 
Lawrence_Wnuk ,birthDate ,1908-08-06T00:00:00.000Z ,Witrogoszcz 
Lawrence_Wnuk ,gender ,Male_gender ,Witrogoszcz 
Lawrence_Wnuk ,knowsLanguage ,Polish_language_generic_instance ,Witrogoszcz 
Lawrence_Wnuk ,nationality ,Poland ,Witrogoszcz 
Lê_Ph_u1EE5__Tr_u1EA7_n ,gender ,Male_gender ,Hanoi 
Lê_Ph_u1EE5__Tr_u1EA7_n ,nationality ,Vietnam ,Hanoi 
Margaret_Courtenay_u002C__Baroness_Herbert ,birthDate ,1490-01-01T00:00:00.000Z ,Devon 
Margaret_Courtenay_u002C__Baroness_Herbert ,gender ,Female__u0028_gender_u0029_ ,Devon 
Lee_Meng ,birthDate ,1926-01-01T00:00:00.000Z ,Guangzhou 
Lee_Meng ,gender ,Female__u0028_gender_u0029_ ,Guangzhou 
Lee_Meng ,nationality ,Malaysia ,Guangzhou 
Marguerite_Brouzet ,birthDate ,1855-12-19T00:00:00.000Z ,Paris 
Marguerite_Brouzet ,gender ,Female__u0028_gender_u0029_ ,Paris 
Marguerite_Brouzet ,knowsLanguage ,French_language_generic_instance ,Paris 
Marguerite_Brouzet ,nationality ,France ,Paris 
Marianne_Johnson ,gender ,Female__u0028_gender_u0029_ ,Kildare 
Marianne_Strauss ,birthDate ,1923-01-01T00:00:00.000Z ,Essen 
Marianne_Strauss ,gender ,Female__u0028_gender_u0029_ ,Essen 
Marianne_Strauss ,knowsLanguage ,German_language_generic_instance ,Essen 
Marianne_Strauss ,memberOf ,General_Jewish_Labour_Bund ,Essen 
Marianne_Strauss ,nationality ,Germany ,Essen 
Marisa_Lino ,alumniOf ,George_Washington_University ,Trieste 
Marisa_Lino ,alumniOf ,Portland_State_University ,Trieste 
Marisa_Lino ,birthDate ,1950-08-12T00:00:00.000Z ,Trieste 
Marisa_Lino ,gender ,Female__u0028_gender_u0029_ ,Trieste 
Marisa_Lino ,worksFor ,Johns_Hopkins_University ,Trieste 
Mark_Dean_Schwab ,birthDate ,1968-12-16T00:00:00.000Z ,Dover_u002C__Ohio 
Mark_Dean_Schwab ,gender ,Male_gender ,Dover_u002C__Ohio 
Mark_Dean_Schwab ,nationality ,United_States ,Dover_u002C__Ohio 
Mark_Eubank ,alumniOf ,University_of_California_u002C__Los_Angeles ,Redding_u002C__California 
Mark_Eubank ,alumniOf ,University_of_Utah ,Redding_u002C__California 
Mark_Eubank ,birthDate ,1940-06-10T00:00:00.000Z ,Redding_u002C__California 
Mark_Eubank ,gender ,Male_gender ,Redding_u002C__California 
Mark_Eubank ,nationality ,United_States ,Redding_u002C__California 
Mark_Fulton__u0028_loyalist_u0029_ ,birthDate ,1961-01-01T00:00:00.000Z ,Portadown 
Mark_Fulton__u0028_loyalist_u0029_ ,gender ,Male_gender ,Portadown 
Mark_Payne__u0028_make-up_artist_u0029_ ,alumniOf ,Kinder_High_School_for_the_Performing_and_Visual_Arts ,Baker_City_u002C__Oregon 
Mark_Payne__u0028_make-up_artist_u0029_ ,birthDate ,1965-07-02T00:00:00.000Z ,Baker_City_u002C__Oregon 
Mark_Payne__u0028_make-up_artist_u0029_ ,gender ,Male_gender ,Baker_City_u002C__Oregon 
Mark_Payne__u0028_make-up_artist_u0029_ ,nationality ,United_States ,Baker_City_u002C__Oregon 
Mark_W_u002E__Ellingson ,alumniOf ,Ohio_State_University ,Magrath_u002C__Alberta 
Mark_W_u002E__Ellingson ,alumniOf ,University_of_Rochester ,Magrath_u002C__Alberta 
Mark_W_u002E__Ellingson ,birthDate ,1904-06-05T00:00:00.000Z ,Magrath_u002C__Alberta 
Mark_W_u002E__Ellingson ,gender ,Male_gender ,Magrath_u002C__Alberta 
Mark_W_u002E__Ellingson ,worksFor ,Rochester_Institute_of_Technology ,Magrath_u002C__Alberta 
Markos_Drakos__u0028_EOKA_fighter_u0029_ ,birthDate ,1932-09-24T00:00:00.000Z ,Kalopanagiotis 
Markos_Drakos__u0028_EOKA_fighter_u0029_ ,gender ,Male_gender ,Kalopanagiotis 
Injong_of_Goryeo ,birthDate ,1109-11-05T00:00:00.000Z ,Korea 
Mentor_Graham ,birthDate ,1800-01-01T00:00:00.000Z ,Greensburg_u002C__Kentucky 
Mentor_Graham ,gender ,Male_gender ,Greensburg_u002C__Kentucky 
Mentor_Graham ,nationality ,United_States ,Greensburg_u002C__Kentucky 
Meraj_Khalid_Noor ,birthDate ,1980-07-19T00:00:00.000Z ,Bihar 
Meraj_Khalid_Noor ,gender ,Male_gender ,Bihar 
Meraj_Khalid_Noor ,nationality ,India ,Bihar 
Mercer_Reynolds ,alumniOf ,University_of_North_Carolina_at_Chapel_Hill ,Chattanooga_u002C__Tennessee 
Mercer_Reynolds ,alumniOf ,UNC_Kenan_u2013_Flagler_Business_School ,Chattanooga_u002C__Tennessee 
Mercer_Reynolds ,birthDate ,1945-06-17T00:00:00.000Z ,Chattanooga_u002C__Tennessee 
Mercer_Reynolds ,gender ,Male_gender ,Chattanooga_u002C__Tennessee 
Michael_Back ,alumniOf ,University_of_Sydney ,Newcastle_u002C__New_South_Wales 
Michael_Back ,alumniOf ,Sydney_Law_School ,Newcastle_u002C__New_South_Wales 
Michael_Back ,alumniOf ,Newcastle_Boys_u0027__High_School ,Newcastle_u002C__New_South_Wales 
Michael_Back ,birthDate ,1957-06-26T00:00:00.000Z ,Newcastle_u002C__New_South_Wales 
Michael_Back ,gender ,Male_gender ,Newcastle_u002C__New_South_Wales 
Michael_Back ,worksFor ,University_of_Queensland ,Newcastle_u002C__New_South_Wales 
Michael_Connelly__u0028_Medal_of_Honor_u0029_ ,award ,Medal_of_Honor_generic_instance ,Brooksville_u002C__Maine 
Michael_Connelly__u0028_Medal_of_Honor_u0029_ ,birthDate ,1843-01-01T00:00:00.000Z ,Brooksville_u002C__Maine 
Michael_Connelly__u0028_Medal_of_Honor_u0029_ ,gender ,Male_gender ,Brooksville_u002C__Maine 
Michael_Connelly__u0028_Medal_of_Honor_u0029_ ,nationality ,United_States ,Brooksville_u002C__Maine 
Michael_Finton ,birthDate ,1980-01-01T00:00:00.000Z ,Visalia_u002C__California 
Michael_Finton ,gender ,Male_gender ,Visalia_u002C__California 
Michael_Finton ,nationality ,United_States ,Visalia_u002C__California 
Michael_Graydon ,alumniOf ,Royal_Air_Force_College_Cranwell ,Kew 
Michael_Graydon ,alumniOf ,Wycliffe_College_u002C__Gloucestershire ,Kew 
Michael_Graydon ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_Bath_Q12177451_generic_instance ,Kew 
Michael_Graydon ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,Kew 
Michael_Graydon ,birthDate ,1938-10-24T00:00:00.000Z ,Kew 
Michael_Graydon ,gender ,Male_gender ,Kew 
Michael_Graydon ,knowsLanguage ,English_language_generic_instance ,Kew 
Michael_Otu ,birthDate ,1925-10-25T00:00:00.000Z ,Adukrom 
Michael_Otu ,gender ,Male_gender ,Adukrom 
Michael_Otu ,knowsLanguage ,English_language_generic_instance ,Adukrom 
Michael_Otu ,knowsLanguage ,Twi_generic_instance ,Adukrom 
